age,annual_income,monthly_income_reported,employment_years,credit_score,loan_amount,debt_to_income,num_late_payments,num_credit_cards,has_cosigner,random_noise,defaulted
54.0,36727.0,3081.0,2.9,585.0,25359.0,0.404,4,2,0,0.024,1
21.0,108415.0,9095.0,0.4,585.0,43760.0,0.404,0,2,0,0.304,1
46.0,138843.0,11916.0,6.2,617.0,30690.0,0.507,2,5,0,-0.084,0
54.0,61124.0,4980.0,32.5,772.0,21182.0,0.405,0,3,0,-0.663,0
33.0,41266.0,3410.0,8.9,544.0,5347.0,0.167,0,1,1,-1.157,0
39.0,49779.0,4276.0,9.1,632.0,6509.0,0.359,2,2,1,-1.009,0
21.0,68056.0,5448.0,0.9,659.0,51734.0,0.111,1,2,1,-1.149,0
41.0,27221.0,2266.0,11.3,747.0,15572.0,0.291,0,2,0,0.17,0
26.0,42509.0,3629.0,5.7,799.0,22488.0,0.258,0,2,0,-0.636,0
40.0,104903.0,8954.0,4.8,633.0,42440.0,0.364,1,1,0,0.632,0
21.0,34356.0,2901.0,0.0,698.0,14339.0,0.218,0,1,1,-2.222,0
44.0,39263.0,3317.0,10.3,659.0,24697.0,0.221,2,0,0,-0.808,1
49.0,55328.0,4515.0,6.0,656.0,4940.0,0.35,1,0,0,-0.177,0
29.0,62474.0,5349.0,7.8,683.0,34397.0,0.417,1,2,0,0.17,1
25.0,41516.0,3377.0,2.9,550.0,19217.0,0.3,3,1,0,0.078,1
21.0,56938.0,4637.0,0.3,657.0,15944.0,0.532,0,4,0,0.977,0
35.0,72306.0,6072.0,11.7,697.0,15311.0,0.266,0,2,0,1.485,0
32.0,132952.0,10970.0,6.1,603.0,92577.0,0.368,2,5,0,0.458,1
21.0,51963.0,4348.0,0.5,692.0,38903.0,0.334,0,0,0,0.124,1
43.0,53987.0,4538.0,4.2,541.0,6579.0,0.266,1,4,0,0.537,0
33.0,109365.0,9438.0,13.0,673.0,19398.0,0.431,1,0,0,-0.102,0
26.0,42957.0,3611.0,4.1,756.0,23641.0,0.211,0,0,0,1.199,0
32.0,30307.0,2494.0,10.2,650.0,19109.0,0.092,2,1,0,-0.043,1
50.0,61556.0,5199.0,22.6,603.0,25761.0,0.287,2,2,0,-0.191,0
45.0,89265.0,7315.0,12.4,566.0,66518.0,0.274,1,1,0,0.496,0
37.0,64703.0,5490.0,0.2,687.0,45601.0,0.406,0,4,0,-0.667,1
45.0,52651.0,4393.0,16.5,733.0,7618.0,0.175,0,2,1,1.537,0
25.0,28662.0,2408.0,0.5,656.0,4495.0,0.352,4,2,0,-1.506,0
38.0,53574.0,4306.0,17.6,636.0,6130.0,0.34,0,3,0,-1.033,1
40.0,95799.0,7624.0,4.9,527.0,67688.0,0.332,3,4,0,1.097,1
33.0,31563.0,2551.0,4.7,671.0,14778.0,0.404,0,2,0,1.631,0
43.0,49264.0,4249.0,12.6,618.0,37246.0,0.298,1,3,0,1.99,0
29.0,46199.0,3762.0,4.7,618.0,27578.0,0.305,3,3,0,-0.537,0
44.0,40180.0,3397.0,15.5,781.0,24068.0,0.345,1,1,0,-0.083,0
44.0,61491.0,5059.0,18.9,543.0,8846.0,0.29,2,3,0,0.323,1
21.0,67143.0,5568.0,0.8,544.0,8872.0,0.165,2,5,0,0.452,1
51.0,66827.0,5564.0,28.2,690.0,50001.0,0.259,1,3,0,1.074,0
21.0,35437.0,3050.0,0.5,633.0,14598.0,0.274,1,5,0,0.452,0
31.0,26223.0,2211.0,6.0,627.0,20859.0,0.244,3,3,0,2.595,1
49.0,61893.0,5197.0,25.6,692.0,18090.0,0.268,0,2,0,1.127,0
35.0,43802.0,3745.0,4.1,680.0,22604.0,0.318,1,1,0,1.218,0
22.0,125785.0,10349.0,0.5,592.0,60327.0,0.273,3,5,0,-0.867,1
26.0,128427.0,10931.0,0.1,619.0,12979.0,0.385,0,3,1,0.919,0
49.0,134713.0,11428.0,21.6,674.0,59158.0,0.387,1,3,0,1.162,1
21.0,36028.0,3056.0,0.7,672.0,26779.0,0.062,2,2,1,0.957,0
50.0,71062.0,5903.0,8.4,698.0,27743.0,0.157,0,1,0,-1.675,0
37.0,81391.0,6723.0,2.3,620.0,32920.0,0.06,0,4,0,-0.741,1
25.0,77369.0,6335.0,0.2,684.0,44537.0,0.273,3,1,0,-0.729,0
32.0,46892.0,3845.0,5.7,729.0,29802.0,0.266,0,4,0,-0.144,0
27.0,97803.0,8001.0,1.3,664.0,65623.0,0.315,2,2,0,-0.27,0
48.0,55012.0,4618.0,21.8,664.0,21398.0,0.384,0,1,0,3.13,0
46.0,58264.0,4833.0,24.8,656.0,22316.0,0.296,1,5,0,-0.458,0
21.0,27531.0,2314.0,0.8,617.0,11150.0,0.24,1,5,1,0.085,1
34.0,73514.0,6186.0,11.5,600.0,57101.0,0.3,2,2,0,0.67,0
29.0,48918.0,3990.0,8.4,643.0,36536.0,0.251,4,1,1,0.151,0
52.0,67795.0,5526.0,23.9,703.0,35054.0,0.152,0,2,0,1.977,0
23.0,61138.0,5072.0,1.8,599.0,16094.0,0.396,1,3,0,0.561,0
56.0,59666.0,4895.0,28.9,669.0,43276.0,0.342,1,1,0,-0.208,1
38.0,53880.0,4411.0,9.9,652.0,9601.0,0.445,2,4,0,-0.244,0
25.0,78359.0,6751.0,2.3,786.0,10192.0,0.176,0,2,0,1.014,0
31.0,50291.0,4062.0,0.3,711.0,18151.0,0.139,0,1,0,1.378,0
29.0,28574.0,2478.0,5.9,712.0,16115.0,0.206,0,3,0,0.651,0
24.0,71049.0,5955.0,3.6,726.0,6355.0,0.34,0,2,0,-0.456,0
39.0,38217.0,3248.0,13.2,628.0,10879.0,0.386,3,3,0,-0.518,1
24.0,30308.0,2570.0,1.8,757.0,19340.0,0.329,2,3,0,0.672,0
21.0,34720.0,2929.0,0.6,671.0,18902.0,0.314,0,2,0,1.682,0
34.0,62479.0,5380.0,11.2,662.0,7082.0,0.385,2,1,0,0.841,1
21.0,52662.0,4294.0,0.8,575.0,10604.0,0.254,3,4,0,-0.276,1
30.0,21065.0,1750.0,4.8,634.0,12510.0,0.406,1,4,0,-0.105,0
28.0,46279.0,3791.0,2.9,538.0,6363.0,0.499,2,2,0,-1.945,1
28.0,93083.0,7494.0,3.3,644.0,5332.0,0.194,1,5,0,1.203,0
60.0,44892.0,3691.0,36.3,638.0,35667.0,0.275,1,0,0,-1.104,0
39.0,51053.0,4414.0,3.2,634.0,26060.0,0.161,1,5,0,1.189,1
41.0,87942.0,7303.0,17.9,572.0,32689.0,0.203,5,3,1,0.171,1
21.0,78673.0,6816.0,0.2,709.0,39164.0,0.339,0,2,0,2.138,0
31.0,87106.0,7562.0,10.6,707.0,48138.0,0.131,0,4,0,1.123,0
40.0,15795.0,1395.0,9.1,783.0,6660.0,0.222,0,0,0,0.427,0
27.0,119991.0,10380.0,4.9,779.0,65221.0,0.405,0,1,0,0.083,0
48.0,73238.0,6391.0,20.4,681.0,42583.0,0.322,0,3,0,-0.559,0
25.0,166500.0,13965.0,3.7,733.0,30735.0,0.377,0,3,0,0.136,0
35.0,38679.0,3238.0,11.7,684.0,14225.0,0.171,0,1,0,-0.056,0
32.0,24873.0,2085.0,0.5,630.0,6926.0,0.307,0,4,0,-1.417,0
40.0,55179.0,4598.0,5.4,643.0,35757.0,0.489,2,2,0,1.342,1
31.0,48590.0,4061.0,2.5,706.0,30487.0,0.234,1,1,0,-0.221,0
35.0,73809.0,6243.0,10.5,850.0,48563.0,0.251,1,4,1,-0.247,0
35.0,89215.0,7365.0,10.5,747.0,33733.0,0.358,1,3,0,-1.749,0
30.0,52881.0,4285.0,2.9,679.0,25462.0,0.21,1,2,0,-0.368,0
43.0,49354.0,4143.0,18.5,703.0,28586.0,0.372,0,7,0,0.789,0
41.0,69586.0,5718.0,6.4,696.0,20290.0,0.12,1,3,0,-0.717,0
37.0,49008.0,4036.0,5.8,657.0,38386.0,0.057,1,2,0,-0.949,0
33.0,47198.0,3922.0,5.3,716.0,15762.0,0.331,0,1,0,-0.214,0
47.0,87711.0,7255.0,19.9,659.0,39712.0,0.202,3,4,1,0.157,0
35.0,96954.0,8259.0,0.2,589.0,64968.0,0.243,0,2,0,1.049,1
35.0,89579.0,7440.0,13.3,700.0,54671.0,0.388,1,4,0,1.297,0
39.0,50990.0,4348.0,13.3,710.0,21731.0,0.362,0,1,0,-0.044,0
57.0,20998.0,1757.0,21.5,661.0,7480.0,0.177,1,3,1,-1.282,0
23.0,51452.0,4280.0,0.8,682.0,27156.0,0.352,2,1,1,-0.546,0
46.0,39105.0,3269.0,20.8,738.0,14734.0,0.27,0,1,1,1.031,0
21.0,51881.0,4212.0,0.9,657.0,25630.0,0.342,1,2,0,-1.104,0
40.0,40664.0,3412.0,10.2,634.0,26431.0,0.298,2,1,0,0.67,1
55.0,54489.0,4618.0,10.3,616.0,7701.0,0.15,2,1,0,2.36,0
43.0,34455.0,2928.0,8.9,647.0,19743.0,0.229,1,0,1,0.965,1
40.0,30908.0,2506.0,8.3,772.0,2793.0,0.059,0,2,0,0.377,0
32.0,95349.0,7704.0,3.6,648.0,57258.0,0.319,1,1,0,1.364,1
38.0,35552.0,2931.0,13.1,692.0,7354.0,0.34,0,3,0,0.439,1
35.0,55008.0,4711.0,5.2,640.0,23105.0,0.23,0,3,0,-0.368,1
29.0,84510.0,7074.0,7.7,635.0,21148.0,0.288,1,2,0,0.221,1
35.0,82994.0,6809.0,6.9,602.0,24187.0,0.203,5,3,0,-1.062,0
40.0,78651.0,6364.0,12.7,673.0,41020.0,0.426,1,2,0,-1.279,0
30.0,63031.0,5181.0,9.1,628.0,23534.0,0.171,2,1,0,-0.126,0
29.0,76183.0,6253.0,4.1,751.0,31667.0,0.269,1,4,0,-0.698,0
23.0,102026.0,8661.0,0.5,653.0,81539.0,0.17,2,3,1,-0.712,0
42.0,66593.0,5662.0,12.3,663.0,9404.0,0.323,1,0,0,-1.052,0
44.0,24061.0,1963.0,11.9,653.0,8137.0,0.404,0,4,0,-0.271,0
41.0,43358.0,3668.0,16.1,694.0,19410.0,0.092,0,0,0,-0.713,0
49.0,75241.0,6352.0,24.6,777.0,49680.0,0.365,1,2,1,0.032,0
39.0,41477.0,3375.0,13.5,594.0,10858.0,0.463,5,4,0,-0.665,0
42.0,114021.0,9486.0,21.7,690.0,39381.0,0.313,0,1,1,-0.699,0
41.0,53458.0,4485.0,5.7,553.0,35600.0,0.233,3,2,0,-0.203,1
37.0,57151.0,4778.0,4.1,748.0,25591.0,0.296,0,1,0,-1.648,0
32.0,91238.0,7343.0,3.5,654.0,63141.0,0.245,5,4,0,-0.882,1
62.0,50656.0,4232.0,28.4,570.0,4977.0,0.496,1,3,0,1.236,0
33.0,59541.0,5025.0,3.0,572.0,15797.0,0.383,4,3,0,0.681,1
31.0,82429.0,7086.0,0.9,717.0,38603.0,0.39,0,1,0,0.013,0
43.0,28355.0,2331.0,22.3,555.0,4012.0,0.516,2,1,1,-1.51,0
41.0,48373.0,3987.0,6.5,683.0,19898.0,0.434,0,1,0,-1.045,0
23.0,79874.0,6628.0,0.6,630.0,5050.0,0.288,4,1,1,-0.254,0
50.0,56648.0,4748.0,10.9,652.0,24273.0,0.303,0,2,0,0.389,0
37.0,106446.0,8888.0,2.7,614.0,78795.0,0.536,0,2,1,-0.625,1
26.0,27063.0,2283.0,0.2,593.0,20601.0,0.226,2,3,0,0.562,1
51.0,25709.0,2094.0,9.5,631.0,7438.0,0.283,2,4,0,-0.161,0
45.0,77765.0,6532.0,8.4,704.0,4090.0,0.199,0,3,0,0.869,0
24.0,81203.0,6666.0,3.3,641.0,59612.0,0.118,2,3,0,0.423,1
58.0,50419.0,4190.0,16.4,698.0,23969.0,0.212,0,1,1,0.884,0
45.0,65859.0,5676.0,18.6,652.0,31972.0,0.214,0,2,0,0.011,0
38.0,76913.0,6230.0,13.2,709.0,50863.0,0.237,0,3,0,-0.524,1
55.0,38134.0,3160.0,28.0,703.0,13157.0,0.361,1,4,0,0.851,0
40.0,40015.0,3250.0,18.1,631.0,14609.0,0.299,2,3,0,0.159,0
38.0,59902.0,5007.0,8.8,598.0,41249.0,0.401,2,6,0,0.19,1
31.0,82614.0,7029.0,1.1,727.0,34586.0,0.315,1,4,0,0.474,0
44.0,32546.0,2721.0,0.9,604.0,19588.0,0.318,1,1,0,1.162,1
43.0,50313.0,4183.0,4.3,697.0,36667.0,0.271,0,2,1,0.423,0
38.0,49275.0,4215.0,15.1,670.0,17010.0,0.495,2,3,0,1.057,1
29.0,66381.0,5568.0,5.3,630.0,47575.0,0.258,1,2,1,-2.31,0
39.0,54785.0,4640.0,2.7,691.0,16192.0,0.392,0,1,0,0.513,0
37.0,43021.0,3636.0,2.3,757.0,32144.0,0.182,0,0,0,1.422,0
23.0,96466.0,7576.0,3.0,705.0,26917.0,0.276,0,5,0,1.061,0
22.0,43149.0,3590.0,0.9,670.0,9737.0,0.501,0,2,0,-0.987,0
44.0,48226.0,3932.0,4.2,776.0,28483.0,0.369,0,3,0,-0.656,0
21.0,26874.0,2202.0,0.9,543.0,19927.0,0.16,1,2,1,1.739,0
40.0,39893.0,3422.0,14.6,589.0,24977.0,0.197,0,0,0,2.411,0
33.0,69378.0,5738.0,6.1,631.0,41980.0,0.46,1,4,1,0.492,1
52.0,63536.0,5495.0,15.1,767.0,49543.0,0.309,1,1,0,3.537,0
33.0,72032.0,5834.0,8.5,730.0,33717.0,0.272,0,2,0,-0.201,0
45.0,70476.0,5746.0,8.5,544.0,50441.0,0.222,3,3,0,1.258,1
34.0,140725.0,11906.0,13.6,636.0,10951.0,0.268,3,1,1,-0.886,0
39.0,39283.0,3251.0,15.1,575.0,5858.0,0.441,2,0,0,0.493,0
46.0,26538.0,2225.0,16.7,666.0,6731.0,0.23,1,0,0,-1.219,0
33.0,34281.0,2850.0,8.9,728.0,26039.0,0.24,0,2,0,0.644,0
49.0,40072.0,3330.0,28.8,743.0,7922.0,0.36,2,2,0,-0.602,0
27.0,35477.0,2938.0,0.1,679.0,11967.0,0.196,0,1,1,-0.938,0
41.0,57368.0,4798.0,0.5,630.0,4397.0,0.207,1,1,0,1.504,0
48.0,96643.0,8157.0,22.1,664.0,10499.0,0.301,2,5,0,0.584,0
45.0,109967.0,9460.0,5.3,710.0,53552.0,0.303,0,4,0,-0.781,0
59.0,69011.0,5728.0,26.8,838.0,8509.0,0.219,2,2,0,-0.654,0
30.0,144157.0,11919.0,4.8,579.0,104428.0,0.347,2,4,0,-1.515,1
23.0,46851.0,3863.0,0.9,772.0,33468.0,0.322,1,2,0,-0.63,0
27.0,26382.0,2263.0,1.6,678.0,13631.0,0.103,0,1,1,-0.676,0
45.0,88346.0,7464.0,19.6,727.0,30675.0,0.378,0,1,0,0.4,0
43.0,24046.0,1928.0,4.0,675.0,17214.0,0.243,1,3,0,0.204,1
39.0,39157.0,3136.0,3.0,760.0,16284.0,0.381,0,1,0,-0.95,0
26.0,69504.0,5696.0,2.5,684.0,13412.0,0.508,1,6,0,-0.994,0
46.0,52524.0,4397.0,3.2,616.0,16243.0,0.293,2,1,0,1.807,0
25.0,50471.0,4203.0,2.9,693.0,16270.0,0.236,2,3,0,0.877,0
51.0,32329.0,2722.0,30.5,754.0,15675.0,0.438,1,1,0,0.931,0
69.0,54733.0,4545.0,37.0,679.0,19206.0,0.216,2,3,0,-0.033,1
42.0,86399.0,7401.0,13.3,521.0,57344.0,0.489,2,6,1,-1.174,1
44.0,55496.0,4696.0,9.6,657.0,28852.0,0.254,4,3,0,0.384,1
33.0,37854.0,3159.0,12.4,673.0,9051.0,0.237,1,1,0,-0.612,0
21.0,31373.0,2674.0,0.9,657.0,11029.0,0.537,2,2,1,2.723,0
31.0,38207.0,3079.0,9.3,630.0,22635.0,0.336,1,6,1,-0.762,1
26.0,65620.0,5459.0,1.4,753.0,15203.0,0.462,1,1,0,1.413,0
22.0,64197.0,5364.0,0.3,494.0,7622.0,0.297,2,4,0,-0.271,0
57.0,38363.0,3235.0,6.6,670.0,22380.0,0.29,0,3,0,-0.003,0
41.0,20338.0,1637.0,5.4,670.0,7220.0,0.02,2,3,0,1.442,0
42.0,66443.0,5508.0,1.8,808.0,9515.0,0.401,0,1,0,-1.099,0
35.0,36722.0,3085.0,13.0,665.0,15041.0,0.339,0,2,1,1.254,0
36.0,74994.0,6309.0,3.0,693.0,35265.0,0.289,1,3,0,-0.459,0
49.0,39138.0,3339.0,6.5,672.0,2713.0,0.359,0,3,0,0.676,0
38.0,35261.0,2983.0,15.7,674.0,22685.0,0.304,2,1,0,0.967,1
44.0,58925.0,4904.0,22.8,795.0,24668.0,0.206,1,2,0,0.799,0
36.0,158904.0,13421.0,3.5,584.0,10990.0,0.336,0,2,0,-1.233,1
34.0,77046.0,6395.0,4.2,615.0,53650.0,0.281,2,5,0,-0.471,1
23.0,58477.0,4887.0,2.0,714.0,28592.0,0.374,2,3,0,0.168,1
21.0,64639.0,5472.0,1.0,678.0,49930.0,0.272,1,1,0,-0.99,1
35.0,25011.0,2082.0,9.8,645.0,6526.0,0.253,1,4,0,0.392,0
39.0,33191.0,2786.0,8.2,659.0,11931.0,0.246,0,2,0,1.053,0
24.0,17768.0,1509.0,2.6,725.0,9723.0,0.212,1,1,1,-0.496,0
38.0,119794.0,10125.0,13.7,701.0,88107.0,0.248,0,1,0,0.919,1
39.0,109361.0,9338.0,2.1,611.0,70360.0,0.343,2,4,1,0.007,1
21.0,65635.0,5724.0,0.4,677.0,34935.0,0.225,1,1,0,0.269,0
28.0,58448.0,4939.0,6.8,660.0,37795.0,0.182,1,1,0,0.682,0
42.0,27361.0,2259.0,15.9,701.0,3314.0,0.379,1,4,0,1.191,0
42.0,49832.0,4195.0,3.4,639.0,29557.0,0.286,0,3,0,-0.984,0
25.0,123212.0,10364.0,4.0,577.0,59631.0,0.377,1,2,0,0.933,0
40.0,58351.0,4922.0,13.2,714.0,14920.0,0.278,1,2,0,0.897,0
49.0,42659.0,3661.0,7.7,702.0,9765.0,0.243,0,1,0,0.166,0
47.0,24933.0,2008.0,9.1,764.0,6637.0,0.126,0,1,1,-1.036,0
37.0,102357.0,8788.0,5.3,571.0,14551.0,0.187,1,4,0,0.529,0
33.0,53292.0,4605.0,12.8,661.0,13586.0,0.213,2,3,0,0.44,0
31.0,24948.0,2103.0,2.0,645.0,2581.0,0.328,0,4,0,-0.191,0
43.0,36285.0,3060.0,19.2,642.0,20122.0,0.289,1,0,0,0.776,0
40.0,30952.0,2567.0,10.7,557.0,13440.0,0.197,1,2,0,-0.664,1
45.0,51834.0,4320.0,21.9,596.0,7555.0,0.022,0,5,0,0.645,0
39.0,60379.0,5102.0,19.1,688.0,34591.0,0.346,1,1,0,0.063,1
47.0,43855.0,3701.0,26.0,638.0,8048.0,0.388,0,0,0,0.799,0
39.0,78023.0,6596.0,16.3,610.0,32861.0,0.396,2,3,1,-1.31,1
47.0,56985.0,4808.0,11.0,766.0,42174.0,0.204,0,0,0,-2.76,0
48.0,88710.0,7525.0,7.5,830.0,55061.0,0.403,0,4,0,-1.291,0
29.0,46833.0,3964.0,2.9,658.0,22860.0,0.357,1,4,0,0.073,1
21.0,216530.0,17675.0,0.7,555.0,105816.0,0.356,3,2,0,2.012,1
55.0,42662.0,3614.0,12.0,694.0,4187.0,0.239,0,1,0,0.368,0
41.0,36629.0,3166.0,9.1,519.0,13562.0,0.287,4,1,1,1.483,1
21.0,34657.0,2887.0,0.1,566.0,9716.0,0.483,1,2,0,0.792,1
30.0,50019.0,4293.0,7.8,693.0,20307.0,0.468,0,2,0,-2.031,0
46.0,25369.0,2075.0,3.0,565.0,19371.0,0.295,2,4,1,0.107,1
35.0,62796.0,5230.0,5.0,642.0,40182.0,0.319,0,4,1,-0.63,0
32.0,23335.0,1920.0,7.3,560.0,11842.0,0.081,6,3,0,-0.898,1
53.0,59151.0,5065.0,17.7,673.0,34220.0,0.42,1,5,0,0.053,0
26.0,29942.0,2577.0,5.8,742.0,17904.0,0.375,0,3,0,0.385,0
29.0,46328.0,3853.0,6.1,620.0,18174.0,0.335,2,4,0,-1.741,1
40.0,72195.0,6157.0,16.0,667.0,50520.0,0.24,0,2,0,-0.847,1
42.0,155112.0,13353.0,6.8,606.0,79569.0,0.307,1,1,0,-0.587,1
43.0,33860.0,2820.0,3.1,609.0,20435.0,0.447,1,1,0,-0.137,0
48.0,51403.0,4295.0,20.8,612.0,2996.0,0.336,2,0,0,0.74,0
40.0,39712.0,3358.0,3.1,717.0,18007.0,0.563,1,2,0,-0.712,1
43.0,37184.0,3046.0,19.5,571.0,12016.0,0.381,6,3,0,0.48,1
35.0,39869.0,3330.0,14.3,644.0,3650.0,0.208,0,2,1,2.04,0
39.0,79692.0,6926.0,5.3,691.0,42603.0,0.259,0,4,0,0.031,0
39.0,44155.0,3643.0,14.6,731.0,32965.0,0.229,0,2,0,0.358,0
40.0,151339.0,12827.0,8.9,695.0,90738.0,0.386,0,4,0,-0.239,0
46.0,66322.0,5585.0,7.9,659.0,7290.0,0.415,1,3,1,-0.744,0
44.0,34912.0,2900.0,10.4,625.0,3230.0,0.472,1,2,1,-0.53,0
38.0,46633.0,3903.0,12.0,731.0,14399.0,0.267,1,3,0,0.763,0
29.0,38340.0,3307.0,9.0,604.0,8777.0,0.347,1,1,0,-1.102,0
39.0,78836.0,6642.0,5.6,603.0,5572.0,0.428,1,5,0,-0.671,0
38.0,26308.0,2223.0,12.5,761.0,2106.0,0.455,0,3,1,-0.609,0
40.0,30081.0,2587.0,6.7,689.0,9291.0,0.177,0,3,0,0.469,0
62.0,42146.0,3492.0,10.6,693.0,6328.0,0.362,1,6,0,-0.315,0
32.0,74788.0,6102.0,7.7,706.0,14658.0,0.181,0,2,0,-0.359,0
43.0,95795.0,8265.0,17.2,662.0,67261.0,0.24,2,3,0,-0.327,0
50.0,102368.0,8554.0,21.3,570.0,81409.0,0.169,2,3,0,0.21,0
39.0,69808.0,5921.0,18.0,687.0,45615.0,0.238,1,0,0,1.3,0
64.0,52986.0,4348.0,4.7,661.0,11899.0,0.155,1,0,0,1.4,0
34.0,78643.0,6604.0,7.5,604.0,14304.0,0.182,1,1,0,-1.176,0
42.0,32862.0,2678.0,6.3,587.0,15900.0,0.21,4,4,0,0.112,1
29.0,23980.0,2001.0,7.5,661.0,15298.0,0.33,3,4,0,0.804,0
34.0,66942.0,5506.0,0.9,565.0,36355.0,0.303,4,2,0,1.861,0
41.0,34980.0,2864.0,3.6,652.0,22835.0,0.136,0,1,0,-1.119,0
47.0,53407.0,4424.0,21.1,652.0,22177.0,0.574,0,3,0,0.188,1
42.0,58042.0,4615.0,7.6,655.0,45901.0,0.251,1,3,0,0.958,0
52.0,61497.0,5006.0,21.7,699.0,39367.0,0.167,0,1,1,-0.577,0
37.0,83876.0,7099.0,16.9,712.0,7398.0,0.358,2,3,0,-0.52,0
34.0,79979.0,6711.0,6.6,613.0,25837.0,0.3,1,3,0,-0.45,0
68.0,60044.0,4896.0,25.4,734.0,28204.0,0.219,0,3,0,0.369,0
42.0,45079.0,3798.0,21.8,656.0,9834.0,0.339,2,2,1,-0.28,0
30.0,57733.0,4727.0,7.5,786.0,20352.0,0.233,0,3,1,0.471,0
30.0,42058.0,3555.0,2.0,620.0,21963.0,0.27,1,3,0,-0.603,0
28.0,50347.0,4186.0,6.1,550.0,23367.0,0.447,1,5,0,1.208,1
48.0,178665.0,14792.0,14.6,726.0,124366.0,0.312,1,3,0,0.484,0
34.0,59699.0,4966.0,11.0,695.0,14739.0,0.361,0,4,1,-1.78,0
39.0,67353.0,5900.0,11.6,750.0,49899.0,0.248,1,0,0,0.623,1
37.0,40040.0,3286.0,3.9,684.0,11676.0,0.315,1,3,1,-1.508,0
46.0,87040.0,7286.0,21.2,834.0,64435.0,0.223,0,3,1,-0.567,0
29.0,77436.0,6554.0,0.0,647.0,18292.0,0.218,3,3,0,-0.077,0
26.0,77683.0,6349.0,5.5,736.0,33455.0,0.259,0,6,0,-0.503,0
40.0,60584.0,4888.0,16.8,632.0,45388.0,0.231,1,3,0,0.7,1
45.0,87595.0,7212.0,23.9,706.0,22610.0,0.404,1,3,1,2.018,1
42.0,97475.0,8246.0,0.8,708.0,66923.0,0.358,2,2,0,-2.061,0
29.0,62473.0,5170.0,4.0,720.0,26609.0,0.071,0,4,0,-0.578,0
45.0,52235.0,4333.0,4.3,716.0,19058.0,0.472,4,3,0,0.185,0
30.0,82260.0,6980.0,3.7,435.0,45060.0,0.364,4,0,0,-0.153,1
32.0,36616.0,3002.0,4.4,657.0,7283.0,0.414,0,6,0,-1.913,1
28.0,39815.0,3312.0,4.6,622.0,21664.0,0.283,2,4,0,1.239,0
52.0,53697.0,4339.0,14.1,641.0,9798.0,0.151,2,2,0,0.145,1
45.0,25121.0,2107.0,24.1,652.0,14650.0,0.168,1,2,0,0.762,0
45.0,79818.0,6682.0,6.8,732.0,40547.0,0.471,0,1,1,0.563,0
52.0,35660.0,3019.0,13.3,681.0,5524.0,0.137,3,0,0,-0.289,0
69.0,44485.0,3622.0,34.3,642.0,5584.0,0.155,0,2,0,-1.284,0
21.0,49967.0,4148.0,0.3,557.0,25259.0,0.257,4,2,1,0.089,0
30.0,55981.0,4546.0,7.1,771.0,7900.0,0.162,1,3,0,-1.347,0
31.0,47120.0,3907.0,8.0,619.0,24447.0,0.353,2,0,0,1.069,0
29.0,53358.0,4578.0,6.2,654.0,42647.0,0.361,1,0,0,1.181,0
26.0,53544.0,4433.0,4.1,812.0,7616.0,0.341,0,2,0,0.413,0
35.0,44978.0,3646.0,12.0,623.0,18232.0,0.239,0,1,0,-0.177,0
25.0,38838.0,3192.0,4.6,643.0,28868.0,0.329,0,6,0,1.055,0
42.0,89478.0,7216.0,1.2,677.0,67362.0,0.478,1,4,1,1.253,1
39.0,21335.0,1732.0,9.2,552.0,1545.0,0.157,2,2,0,0.604,0
43.0,50137.0,4234.0,18.9,549.0,32890.0,0.412,1,2,1,1.316,0
44.0,44537.0,3604.0,0.0,626.0,10195.0,0.381,1,1,0,1.354,0
45.0,66406.0,5568.0,13.4,635.0,40503.0,0.289,1,3,0,1.537,0
34.0,28586.0,2383.0,9.2,674.0,9040.0,0.317,1,6,0,1.314,0
61.0,43923.0,3621.0,7.9,596.0,9604.0,0.336,0,0,0,-2.619,0
41.0,52524.0,4397.0,8.2,695.0,21169.0,0.202,0,4,0,0.487,0
21.0,89020.0,7279.0,0.8,509.0,16196.0,0.137,3,3,0,0.147,1
27.0,63868.0,5412.0,0.5,655.0,23513.0,0.391,1,6,0,0.82,0
21.0,32290.0,2653.0,0.1,685.0,11176.0,0.176,0,3,0,-1.503,0
38.0,44167.0,3652.0,14.9,690.0,34103.0,0.191,1,5,0,-1.17,0
37.0,81946.0,6760.0,13.5,655.0,37416.0,0.248,1,3,0,1.836,0
33.0,32040.0,2707.0,7.6,618.0,18353.0,0.328,2,3,0,0.654,0
60.0,53088.0,4472.0,16.7,655.0,9620.0,0.25,0,2,0,0.326,0
44.0,54775.0,4325.0,2.5,748.0,43709.0,0.228,0,1,0,-0.54,0
46.0,46235.0,3872.0,21.1,629.0,19569.0,0.395,2,2,0,-1.013,0
28.0,185012.0,14880.0,1.9,729.0,19690.0,0.267,0,3,1,-0.713,0
27.0,45677.0,3780.0,6.4,743.0,23157.0,0.22,1,4,1,-0.706,0
38.0,67338.0,5599.0,14.3,546.0,19434.0,0.339,4,2,0,0.693,0
40.0,38959.0,3224.0,1.6,652.0,10536.0,0.306,0,2,0,0.322,0
21.0,69743.0,5870.0,0.6,592.0,20070.0,0.303,1,2,0,-0.884,1
36.0,81385.0,6880.0,14.7,562.0,31562.0,0.344,2,4,0,0.929,1
38.0,42214.0,3463.0,16.0,723.0,11201.0,0.286,0,1,0,-2.812,0
